,Occupation text,Area text,Job characteristic code
6820,Light truck drivers,VT,12
6821,Light truck drivers,WA,35
6822,Light truck drivers,WI,99
6823,Light truck drivers,WV,53
6824,Light truck drivers,WY,12
6825,Loan interviewers and clerks,AL,9
6826,Loan interviewers and clerks,AR,21
6827,Loan interviewers and clerks,AZ,18
6828,Loan interviewers and clerks,CA,37
6829,Loan interviewers and clerks,CO,14
6830,Loan interviewers and clerks,CT,5
6831,Loan interviewers and clerks,DE,5
6832,Loan interviewers and clerks,FL,51
6833,Loan interviewers and clerks,GA,13
6834,Loan interviewers and clerks,HI,9
6835,Loan interviewers and clerks,IA,22
6836,Loan interviewers and clerks,ID,9
6837,Loan interviewers and clerks,IL,14
6838,Loan interviewers and clerks,IN,11
6839,Loan interviewers and clerks,KS,18
6840,Loan interviewers and clerks,KY,19
6841,Loan interviewers and clerks,LA,13
6842,Loan interviewers and clerks,MA,6
6843,Loan interviewers and clerks,MD,10
6844,Loan interviewers and clerks,ME,5
6845,Loan interviewers and clerks,MI,10
6846,Loan interviewers and clerks,MN,4
6847,Loan interviewers and clerks,MO,31
6848,Loan interviewers and clerks,MS,9
6849,Loan interviewers and clerks,MT,9
6850,Loan interviewers and clerks,NC,24
6851,Loan interviewers and clerks,ND,9
6852,Loan interviewers and clerks,NE,20
6853,Loan interviewers and clerks,NH,3
6854,Loan interviewers and clerks,NJ,7
6855,Loan interviewers and clerks,NM,7
6856,Loan interviewers and clerks,NV,16
6857,Loan interviewers and clerks,NY,8
6858,Loan interviewers and clerks,OH,37
6859,Loan interviewers and clerks,OK,30
6860,Loan interviewers and clerks,OR,16
6861,Loan interviewers and clerks,PA,15
6862,Loan interviewers and clerks,SC,12
6863,Loan interviewers and clerks,SD,22
6864,Loan interviewers and clerks,TN,9
6865,Loan interviewers and clerks,TX,18
6866,Loan interviewers and clerks,UT,16
6867,Loan interviewers and clerks,VA,12
6868,Loan interviewers and clerks,WA,15
6869,Loan interviewers and clerks,WI,22
6870,Loan interviewers and clerks,WV,12
6871,Loan interviewers and clerks,WY,9
6872,Loan officers,AK,2
6873,Loan officers,AL,10
6874,Loan officers,AR,13
6875,Loan officers,AZ,6
6876,Loan officers,CA,20
6877,Loan officers,CO,10
6878,Loan officers,CT,2
6879,Loan officers,FL,23
6880,Loan officers,GA,4
6881,Loan officers,HI,8
6882,Loan officers,IA,11
6883,Loan officers,ID,10
6884,Loan officers,IL,16
6885,Loan officers,IN,4
6886,Loan officers,KS,28
6887,Loan officers,KY,21
6888,Loan officers,LA,2
6889,Loan officers,MD,16
6890,Loan officers,ME,3
6891,Loan officers,MI,6
6892,Loan officers,MN,18
6893,Loan officers,MO,15
6894,Loan officers,MS,7
6895,Loan officers,MT,5
6896,Loan officers,NC,28
6897,Loan officers,ND,8
6898,Loan officers,NE,6
6899,Loan officers,NH,3
6900,Loan officers,NJ,2
6901,Loan officers,NM,10
6902,Loan officers,NV,8
6903,Loan officers,NY,20
6904,Loan officers,OH,32
6905,Loan officers,OK,12
6906,Loan officers,OR,5
6907,Loan officers,PA,7
6908,Loan officers,RI,6
6909,Loan officers,SC,33
6910,Loan officers,SD,14
6911,Loan officers,TN,13
6912,Loan officers,TX,12
6913,Loan officers,UT,20
6914,Loan officers,VA,13
6915,Loan officers,VT,2
6916,Loan officers,WA,11
6917,Loan officers,WI,12
6918,Loan officers,WV,6
6919,Loan officers,WY,5
6920,Logisticians,AL,5
6921,Logisticians,AR,5
6922,Logisticians,AZ,3
6923,Logisticians,CA,18
6924,Logisticians,CO,18
6925,Logisticians,CT,8
6926,Logisticians,FL,19
6927,Logisticians,GA,8
6928,Logisticians,IA,15
6929,Logisticians,ID,6
6930,Logisticians,IL,14
6931,Logisticians,KS,20
6932,Logisticians,KY,5
6933,Logisticians,LA,12
6934,Logisticians,MA,11
6935,Logisticians,MI,6
6936,Logisticians,MN,13
6937,Logisticians,MO,7
6938,Logisticians,MS,3
6939,Logisticians,NC,22
6940,Logisticians,NE,10
6941,Logisticians,NH,3
6942,Logisticians,NJ,8
6943,Logisticians,NM,6
6944,Logisticians,NV,6
6945,Logisticians,NY,19
6946,Logisticians,OH,33
6947,Logisticians,OK,9
6948,Logisticians,PA,20
6949,Logisticians,RI,8
6950,Logisticians,SC,17
6951,Logisticians,TN,12
6952,Logisticians,TX,21
6953,Logisticians,UT,9
6954,Logisticians,VA,11
6955,Logisticians,WI,26
6956,Logisticians,WV,3
6957,Machine feeders and offbearers,AL,4
6958,Machine feeders and offbearers,FL,3
6959,Machine feeders and offbearers,IA,1
6960,Machine feeders and offbearers,IN,5
6961,Machine feeders and offbearers,KY,4
6962,Machine feeders and offbearers,MO,1
6963,Machine feeders and offbearers,NC,5
6964,Machine feeders and offbearers,OH,4
6965,Machine feeders and offbearers,OR,2
6966,Machine feeders and offbearers,SC,5
6967,Machine feeders and offbearers,TN,4
6968,Machine feeders and offbearers,VA,3
6969,Machine feeders and offbearers,WI,5
6970,Machinists,AL,15
6971,Machinists,AR,10
6972,Machinists,AZ,9
6973,Machinists,CA,37
6974,Machinists,CO,12
6975,Machinists,CT,6
6976,Machinists,DE,3
6977,Machinists,FL,45
6978,Machinists,GA,10
6979,Machinists,IA,23
6980,Machinists,ID,6
6981,Machinists,IL,27
6982,Machinists,IN,46
6983,Machinists,KS,21
6984,Machinists,KY,12
6985,Machinists,LA,20
6986,Machinists,MA,6
6987,Machinists,MD,4
6988,Machinists,MI,26
6989,Machinists,MN,13
6990,Machinists,MO,14
6991,Machinists,MS,6
6992,Machinists,MT,3
6993,Machinists,NC,55
6994,Machinists,ND,8
6995,Machinists,NE,17
6996,Machinists,NH,1
6997,Machinists,NJ,3
6998,Machinists,NM,3
6999,Machinists,NV,3
7000,Machinists,NY,21
7001,Machinists,OH,54
7002,Machinists,OK,15
7003,Machinists,OR,14
7004,Machinists,PA,27
7005,Machinists,RI,4
7006,Machinists,SC,38
7007,Machinists,SD,13
7008,Machinists,TN,15
7009,Machinists,TX,46
7010,Machinists,UT,13
7011,Machinists,VA,30
7012,Machinists,WA,10
7013,Machinists,WI,28
7014,Machinists,WV,8
7015,Machinists,WY,5
7016,Magnetic resonance imaging technologists,IN,3
7017,Magnetic resonance imaging technologists,NC,2
7018,Magnetic resonance imaging technologists,NY,2
7019,Magnetic resonance imaging technologists,OH,3
7020,Magnetic resonance imaging technologists,SC,2
7021,Magnetic resonance imaging technologists,WI,3
7022,Maids and housekeeping cleaners,AK,25
7023,Maids and housekeeping cleaners,AL,14
7024,Maids and housekeeping cleaners,AR,27
7025,Maids and housekeeping cleaners,AZ,19
7026,Maids and housekeeping cleaners,CA,148
7027,Maids and housekeeping cleaners,CO,64
7028,Maids and housekeeping cleaners,CT,43
7029,Maids and housekeeping cleaners,DC,3
7030,Maids and housekeeping cleaners,DE,11
7031,Maids and housekeeping cleaners,FL,162
7032,Maids and housekeeping cleaners,GA,32
7033,Maids and housekeeping cleaners,HI,32
7034,Maids and housekeeping cleaners,IA,70
7035,Maids and housekeeping cleaners,ID,30
7036,Maids and housekeeping cleaners,IL,45
7037,Maids and housekeeping cleaners,IN,54
7038,Maids and housekeeping cleaners,KS,36
7039,Maids and housekeeping cleaners,KY,49
7040,Maids and housekeeping cleaners,LA,33
7041,Maids and housekeeping cleaners,MA,28
7042,Maids and housekeeping cleaners,MD,17
7043,Maids and housekeeping cleaners,ME,28
7044,Maids and housekeeping cleaners,MI,61
7045,Maids and housekeeping cleaners,MN,45
7046,Maids and housekeeping cleaners,MO,62
7047,Maids and housekeeping cleaners,MS,29
7048,Maids and housekeeping cleaners,MT,36
7049,Maids and housekeeping cleaners,NC,103
7050,Maids and housekeeping cleaners,ND,25
7051,Maids and housekeeping cleaners,NE,52
7052,Maids and housekeeping cleaners,NH,15
7053,Maids and housekeeping cleaners,NJ,22
7054,Maids and housekeeping cleaners,NM,18
7055,Maids and housekeeping cleaners,NV,34
7056,Maids and housekeeping cleaners,NY,88
7057,Maids and housekeeping cleaners,OH,121
7058,Maids and housekeeping cleaners,OK,37
7059,Maids and housekeeping cleaners,OR,50
7060,Maids and housekeeping cleaners,PA,73
7061,Maids and housekeeping cleaners,RI,10
7062,Maids and housekeeping cleaners,SC,60
7063,Maids and housekeeping cleaners,SD,36
7064,Maids and housekeeping cleaners,TN,50
7065,Maids and housekeeping cleaners,TX,79
7066,Maids and housekeeping cleaners,UT,38
7067,Maids and housekeeping cleaners,VA,57
7068,Maids and housekeeping cleaners,VT,21
7069,Maids and housekeeping cleaners,WA,40
7070,Maids and housekeeping cleaners,WI,68
7071,Maids and housekeeping cleaners,WV,40
7072,Maids and housekeeping cleaners,WY,24
7073,"Mail clerks and mail machine operators, except postal service",AL,6
7074,"Mail clerks and mail machine operators, except postal service",AR,3
7075,"Mail clerks and mail machine operators, except postal service",CA,2
7076,"Mail clerks and mail machine operators, except postal service",FL,12
7077,"Mail clerks and mail machine operators, except postal service",HI,2
7078,"Mail clerks and mail machine operators, except postal service",IA,4
7079,"Mail clerks and mail machine operators, except postal service",IN,7
7080,"Mail clerks and mail machine operators, except postal service",KS,4
7081,"Mail clerks and mail machine operators, except postal service",KY,6
7082,"Mail clerks and mail machine operators, except postal service",LA,3
7083,"Mail clerks and mail machine operators, except postal service",MO,6
7084,"Mail clerks and mail machine operators, except postal service",MS,3
7085,"Mail clerks and mail machine operators, except postal service",NC,9
7086,"Mail clerks and mail machine operators, except postal service",ND,2
7087,"Mail clerks and mail machine operators, except postal service",NE,4
7088,"Mail clerks and mail machine operators, except postal service",NY,10
7089,"Mail clerks and mail machine operators, except postal service",OH,12
7090,"Mail clerks and mail machine operators, except postal service",OK,9
7091,"Mail clerks and mail machine operators, except postal service",OR,4
7092,"Mail clerks and mail machine operators, except postal service",PA,2
7093,"Mail clerks and mail machine operators, except postal service",SC,6
7094,"Mail clerks and mail machine operators, except postal service",SD,2
7095,"Mail clerks and mail machine operators, except postal service",TN,6
7096,"Mail clerks and mail machine operators, except postal service",TX,6
7097,"Mail clerks and mail machine operators, except postal service",VA,9
7098,"Mail clerks and mail machine operators, except postal service",WI,6
7099,"Mail clerks and mail machine operators, except postal service",WV,3
7100,"Maintenance and repair workers, general",AK,33
7101,"Maintenance and repair workers, general",AL,110
7102,"Maintenance and repair workers, general",AR,89
7103,"Maintenance and repair workers, general",AZ,50
7104,"Maintenance and repair workers, general",CA,199
7105,"Maintenance and repair workers, general",CO,98
7106,"Maintenance and repair workers, general",CT,66
7107,"Maintenance and repair workers, general",DC,5
7108,"Maintenance and repair workers, general",DE,17
7109,"Maintenance and repair workers, general",FL,287
7110,"Maintenance and repair workers, general",GA,191
7111,"Maintenance and repair workers, general",HI,34
7112,"Maintenance and repair workers, general",IA,106
7113,"Maintenance and repair workers, general",ID,62
7114,"Maintenance and repair workers, general",IL,169
7115,"Maintenance and repair workers, general",IN,200
7116,"Maintenance and repair workers, general",KS,55
7117,"Maintenance and repair workers, general",KY,60
7118,"Maintenance and repair workers, general",LA,109
7119,"Maintenance and repair workers, general",MA,37
7120,"Maintenance and repair workers, general",MD,56
7121,"Maintenance and repair workers, general",ME,28
7122,"Maintenance and repair workers, general",MI,204
7123,"Maintenance and repair workers, general",MN,69
7124,"Maintenance and repair workers, general",MO,101
7125,"Maintenance and repair workers, general",MS,53
7126,"Maintenance and repair workers, general",MT,49
7127,"Maintenance and repair workers, general",NC,256
7128,"Maintenance and repair workers, general",ND,43
7129,"Maintenance and repair workers, general",NE,53
7130,"Maintenance and repair workers, general",NH,23
7131,"Maintenance and repair workers, general",NJ,31
7132,"Maintenance and repair workers, general",NM,41
7133,"Maintenance and repair workers, general",NV,41
7134,"Maintenance and repair workers, general",NY,147
7135,"Maintenance and repair workers, general",OH,217
7136,"Maintenance and repair workers, general",OK,75
7137,"Maintenance and repair workers, general",OR,93
7138,"Maintenance and repair workers, general",PA,197
7139,"Maintenance and repair workers, general",RI,8
7140,"Maintenance and repair workers, general",SC,153
7141,"Maintenance and repair workers, general",SD,31
7142,"Maintenance and repair workers, general",TN,100
7143,"Maintenance and repair workers, general",TX,239
7144,"Maintenance and repair workers, general",UT,60
7145,"Maintenance and repair workers, general",VA,158
7146,"Maintenance and repair workers, general",VT,20
7147,"Maintenance and repair workers, general",WA,80
7148,"Maintenance and repair workers, general",WI,233
7149,"Maintenance and repair workers, general",WV,113
7150,"Maintenance and repair workers, general",WY,44
7151,"Maintenance workers, machinery",AL,6
7152,"Maintenance workers, machinery",AR,5
7153,"Maintenance workers, machinery",CA,13
7154,"Maintenance workers, machinery",CT,13
7155,"Maintenance workers, machinery",FL,1
7156,"Maintenance workers, machinery",GA,8
7157,"Maintenance workers, machinery",IA,4
7158,"Maintenance workers, machinery",IL,11
7159,"Maintenance workers, machinery",IN,8
7160,"Maintenance workers, machinery",KS,1
7161,"Maintenance workers, machinery",KY,14
7162,"Maintenance workers, machinery",LA,3
7163,"Maintenance workers, machinery",MD,7
7164,"Maintenance workers, machinery",MI,8
7165,"Maintenance workers, machinery",MN,1
7166,"Maintenance workers, machinery",MO,3
7167,"Maintenance workers, machinery",MS,7
7168,"Maintenance workers, machinery",NC,23
7169,"Maintenance workers, machinery",NE,4
7170,"Maintenance workers, machinery",NJ,5
7171,"Maintenance workers, machinery",NY,9
7172,"Maintenance workers, machinery",OH,30
7173,"Maintenance workers, machinery",OK,26
7174,"Maintenance workers, machinery",OR,10
7175,"Maintenance workers, machinery",PA,2
7176,"Maintenance workers, machinery",SC,2
7177,"Maintenance workers, machinery",TN,30
7178,"Maintenance workers, machinery",TX,13
7179,"Maintenance workers, machinery",VA,9
7180,"Maintenance workers, machinery",WA,7
7181,"Maintenance workers, machinery",WI,20
7182,"Maintenance workers, machinery",WV,6
7183,Management analysts,AK,1
7184,Management analysts,AL,3
7185,Management analysts,AR,22
7186,Management analysts,AZ,13
7187,Management analysts,CA,110
7188,Management analysts,CO,44
7189,Management analysts,CT,20
7190,Management analysts,DE,3
7191,Management analysts,FL,110
7192,Management analysts,GA,13
7193,Management analysts,HI,10
7194,Management analysts,IA,44
7195,Management analysts,ID,25
7196,Management analysts,IL,28
7197,Management analysts,IN,47
7198,Management analysts,KS,20
7199,Management analysts,KY,12
7200,Management analysts,LA,15
7201,Management analysts,MA,11
7202,Management analysts,MD,6
7203,Management analysts,ME,10
7204,Management analysts,MI,23
7205,Management analysts,MN,29
7206,Management analysts,MO,13
7207,Management analysts,MS,11
7208,Management analysts,MT,7
7209,Management analysts,NC,49
7210,Management analysts,ND,7
7211,Management analysts,NE,19
7212,Management analysts,NH,9
7213,Management analysts,NJ,10
7214,Management analysts,NM,23
7215,Management analysts,NV,17
7216,Management analysts,NY,43
7217,Management analysts,OH,56
7218,Management analysts,OK,20
7219,Management analysts,OR,17
7220,Management analysts,PA,26
7221,Management analysts,RI,8
7222,Management analysts,SC,55
7223,Management analysts,SD,35
7224,Management analysts,TN,14
7225,Management analysts,TX,22
7226,Management analysts,UT,26
7227,Management analysts,VA,36
7228,Management analysts,WA,23
7229,Management analysts,WI,63
7230,Management analysts,WV,36
7231,Management analysts,WY,7
7232,Management occupations,AK,51
7233,Management occupations,AL,307
7234,Management occupations,AR,142
7235,Management occupations,AZ,131
7236,Management occupations,CA,428
7237,Management occupations,CO,218
7238,Management occupations,CT,102
7239,Management occupations,DC,15
7240,Management occupations,DE,18
7241,Management occupations,FL,404
7242,Management occupations,GA,333
7243,Management occupations,HI,54
7244,Management occupations,IA,168
7245,Management occupations,ID,102
7246,Management occupations,IL,233
7247,Management occupations,IN,283
7248,Management occupations,KS,116
7249,Management occupations,KY,174
7250,Management occupations,LA,171
7251,Management occupations,MA,111
7252,Management occupations,MD,112
7253,Management occupations,ME,44
7254,Management occupations,MI,249
7255,Management occupations,MN,131
7256,Management occupations,MO,186
7257,Management occupations,MS,117
7258,Management occupations,MT,104
7259,Management occupations,NC,343
7260,Management occupations,ND,103
7261,Management occupations,NE,100
7262,Management occupations,NH,93
7263,Management occupations,NJ,76
7264,Management occupations,NM,109
7265,Management occupations,NV,91
7266,Management occupations,NY,293
7267,Management occupations,OH,318
7268,Management occupations,OK,134
7269,Management occupations,OR,146
7270,Management occupations,PA,381
7271,Management occupations,RI,16
7272,Management occupations,SC,220
7273,Management occupations,SD,77
7274,Management occupations,TN,249
7275,Management occupations,TX,486
7276,Management occupations,UT,105
7277,Management occupations,VA,249
7278,Management occupations,VT,36
7279,Management occupations,WA,194
7280,Management occupations,WI,339
7281,Management occupations,WV,161
7282,Management occupations,WY,64
7283,Market research analysts and marketing specialists,AK,10
7284,Market research analysts and marketing specialists,AR,26
7285,Market research analysts and marketing specialists,AZ,20
7286,Market research analysts and marketing specialists,CA,108
7287,Market research analysts and marketing specialists,CO,46
7288,Market research analysts and marketing specialists,CT,36
7289,Market research analysts and marketing specialists,DC,2
7290,Market research analysts and marketing specialists,DE,8
7291,Market research analysts and marketing specialists,FL,107
7292,Market research analysts and marketing specialists,GA,67
7293,Market research analysts and marketing specialists,HI,17
7294,Market research analysts and marketing specialists,IA,82
7295,Market research analysts and marketing specialists,ID,8
7296,Market research analysts and marketing specialists,IL,43
7297,Market research analysts and marketing specialists,IN,48
7298,Market research analysts and marketing specialists,KS,36
7299,Market research analysts and marketing specialists,KY,3
7300,Market research analysts and marketing specialists,LA,17
7301,Market research analysts and marketing specialists,MA,29
7302,Market research analysts and marketing specialists,MD,25
7303,Market research analysts and marketing specialists,ME,9
7304,Market research analysts and marketing specialists,MI,47
7305,Market research analysts and marketing specialists,MN,39
7306,Market research analysts and marketing specialists,MO,39
7307,Market research analysts and marketing specialists,MT,25
7308,Market research analysts and marketing specialists,NC,81
7309,Market research analysts and marketing specialists,ND,27
7310,Market research analysts and marketing specialists,NE,16
7311,Market research analysts and marketing specialists,NH,25
7312,Market research analysts and marketing specialists,NJ,10
7313,Market research analysts and marketing specialists,NM,26
7314,Market research analysts and marketing specialists,NV,15
7315,Market research analysts and marketing specialists,NY,74
7316,Market research analysts and marketing specialists,OH,67
7317,Market research analysts and marketing specialists,OK,25
7318,Market research analysts and marketing specialists,OR,35
7319,Market research analysts and marketing specialists,PA,74
7320,Market research analysts and marketing specialists,RI,5
7321,Market research analysts and marketing specialists,SC,60
7322,Market research analysts and marketing specialists,SD,17
7323,Market research analysts and marketing specialists,TN,6
7324,Market research analysts and marketing specialists,TX,53
7325,Market research analysts and marketing specialists,UT,31
7326,Market research analysts and marketing specialists,VA,72
7327,Market research analysts and marketing specialists,VT,12
7328,Market research analysts and marketing specialists,WA,36
7329,Market research analysts and marketing specialists,WI,74
7330,Market research analysts and marketing specialists,WV,30
7331,Market research analysts and marketing specialists,WY,15
7332,Marketing managers,AK,6
7333,Marketing managers,AL,18
7334,Marketing managers,AR,3
7335,Marketing managers,AZ,5
7336,Marketing managers,CA,50
7337,Marketing managers,CO,30
7338,Marketing managers,CT,39
7339,Marketing managers,DC,3
7340,Marketing managers,DE,5
7341,Marketing managers,FL,57
7342,Marketing managers,GA,17
7343,Marketing managers,HI,6
7344,Marketing managers,IA,31
7345,Marketing managers,ID,7
7346,Marketing managers,IL,50
7347,Marketing managers,IN,17
7348,Marketing managers,KS,20
7349,Marketing managers,KY,14
7350,Marketing managers,LA,15
7351,Marketing managers,MA,23
7352,Marketing managers,MD,14
7353,Marketing managers,ME,3
7354,Marketing managers,MI,23
7355,Marketing managers,MN,20
7356,Marketing managers,MO,20
7357,Marketing managers,MS,10
7358,Marketing managers,MT,5
7359,Marketing managers,NC,45
7360,Marketing managers,ND,5
7361,Marketing managers,NE,15
7362,Marketing managers,NH,20
7363,Marketing managers,NJ,18
7364,Marketing managers,NM,10
7365,Marketing managers,NV,5
7366,Marketing managers,NY,27
7367,Marketing managers,OH,44
7368,Marketing managers,OK,9
7369,Marketing managers,OR,18
7370,Marketing managers,PA,39
7371,Marketing managers,RI,10
7372,Marketing managers,SC,35
7373,Marketing managers,SD,2
7374,Marketing managers,TN,30
7375,Marketing managers,TX,14
7376,Marketing managers,UT,14
7377,Marketing managers,VA,24
7378,Marketing managers,VT,13
7379,Marketing managers,WA,15
7380,Marketing managers,WI,24
7381,Marketing managers,WV,7
7382,Marriage and family therapists,CA,5
7383,Massage therapists,CO,2
7384,Massage therapists,ID,1
7385,Massage therapists,UT,1
7386,"Material moving workers, all other",FL,5
7387,"Material moving workers, all other",GA,3
7388,"Material moving workers, all other",LA,2
7389,"Material moving workers, all other",MN,1
7390,"Material moving workers, all other",OH,5
7391,"Material moving workers, all other",OR,3
7392,"Material moving workers, all other",TN,3
7393,"Material moving workers, all other",WI,5
7394,Materials engineers,OH,15
7395,Materials engineers,OR,6
7396,Materials engineers,SC,5
7397,Materials engineers,WI,5
7398,"Meat, poultry, and fish cutters and trimmers",AR,6
7399,"Meat, poultry, and fish cutters and trimmers",FL,7
7400,"Meat, poultry, and fish cutters and trimmers",GA,5
7401,"Meat, poultry, and fish cutters and trimmers",IA,8
7402,"Meat, poultry, and fish cutters and trimmers",LA,6
7403,"Meat, poultry, and fish cutters and trimmers",MD,8
7404,"Meat, poultry, and fish cutters and trimmers",MN,8
7405,"Meat, poultry, and fish cutters and trimmers",MO,8
7406,"Meat, poultry, and fish cutters and trimmers",NC,8
7407,"Meat, poultry, and fish cutters and trimmers",NY,5
7408,"Meat, poultry, and fish cutters and trimmers",OH,4
7409,"Meat, poultry, and fish cutters and trimmers",SC,8
7410,"Meat, poultry, and fish cutters and trimmers",TX,3
7411,"Meat, poultry, and fish cutters and trimmers",VA,7
7412,"Meat, poultry, and fish cutters and trimmers",WI,1
7413,Mechanical drafters,AR,3
7414,Mechanical drafters,CA,4
7415,Mechanical drafters,IN,6
7416,Mechanical drafters,LA,5
7417,Mechanical drafters,MI,3
7418,Mechanical drafters,OH,9
7419,Mechanical drafters,OK,13
7420,Mechanical drafters,TX,3
7421,Mechanical drafters,WI,9
7422,Mechanical engineering technologists and technicians,CA,3
7423,Mechanical engineering technologists and technicians,IL,6
7424,Mechanical engineering technologists and technicians,IN,2
7425,Mechanical engineering technologists and technicians,MI,2
7426,Mechanical engineering technologists and technicians,OH,6
7427,Mechanical engineering technologists and technicians,OK,2
7428,Mechanical engineering technologists and technicians,SC,3
7429,Mechanical engineering technologists and technicians,WI,2
7430,Mechanical engineers,AK,10
7431,Mechanical engineers,AL,9
7432,Mechanical engineers,AR,3
7433,Mechanical engineers,AZ,8
7434,Mechanical engineers,CA,46
7435,Mechanical engineers,CO,24
7436,Mechanical engineers,CT,3
7437,Mechanical engineers,DC,3
7438,Mechanical engineers,FL,32
7439,Mechanical engineers,GA,14
7440,Mechanical engineers,HI,3
7441,Mechanical engineers,IA,21
7442,Mechanical engineers,ID,6
7443,Mechanical engineers,IL,15
7444,Mechanical engineers,IN,39
7445,Mechanical engineers,KS,22
7446,Mechanical engineers,KY,6
7447,Mechanical engineers,LA,3
7448,Mechanical engineers,MA,14
7449,Mechanical engineers,MD,6
7450,Mechanical engineers,ME,6
7451,Mechanical engineers,MI,45
7452,Mechanical engineers,MN,14
7453,Mechanical engineers,MO,17
7454,Mechanical engineers,MS,8
7455,Mechanical engineers,MT,3
7456,Mechanical engineers,NC,48
7457,Mechanical engineers,ND,6
7458,Mechanical engineers,NE,8
7459,Mechanical engineers,NH,14
7460,Mechanical engineers,NJ,6
7461,Mechanical engineers,NM,6
7462,Mechanical engineers,NV,10
7463,Mechanical engineers,NY,31
7464,Mechanical engineers,OH,54
7465,Mechanical engineers,OK,9
7466,Mechanical engineers,OR,9
7467,Mechanical engineers,PA,42
7468,Mechanical engineers,RI,8
7469,Mechanical engineers,SC,18
7470,Mechanical engineers,SD,14
7471,Mechanical engineers,TN,14
7472,Mechanical engineers,TX,9
7473,Mechanical engineers,UT,18
7474,Mechanical engineers,VA,19
7475,Mechanical engineers,VT,3
7476,Mechanical engineers,WA,15
7477,Mechanical engineers,WI,48
7478,Mechanical engineers,WV,3
7479,Mechanical engineers,WY,5
7480,"Media and communication workers, all other",LA,2
7481,"Media and communication workers, all other",NV,4
7482,"Media and communication workers, all other",NY,3
7483,Medical and health services managers,AK,15
7484,Medical and health services managers,AL,51
7485,Medical and health services managers,AR,45
7486,Medical and health services managers,AZ,12
7487,Medical and health services managers,CA,94
7488,Medical and health services managers,CO,54
7489,Medical and health services managers,CT,24
7490,Medical and health services managers,DC,5
7491,Medical and health services managers,DE,3
7492,Medical and health services managers,FL,87
7493,Medical and health services managers,GA,32
7494,Medical and health services managers,HI,15
7495,Medical and health services managers,IA,60
7496,Medical and health services managers,ID,20
7497,Medical and health services managers,IL,36
7498,Medical and health services managers,IN,47
7499,Medical and health services managers,KS,16
7500,Medical and health services managers,KY,43
7501,Medical and health services managers,LA,40
7502,Medical and health services managers,MA,25
7503,Medical and health services managers,MD,19
7504,Medical and health services managers,MI,40
7505,Medical and health services managers,MN,20
7506,Medical and health services managers,MO,32
7507,Medical and health services managers,MS,40
7508,Medical and health services managers,MT,22
7509,Medical and health services managers,NC,72
7510,Medical and health services managers,ND,20
7511,Medical and health services managers,NE,22
7512,Medical and health services managers,NH,28
7513,Medical and health services managers,NJ,10
7514,Medical and health services managers,NM,15
7515,Medical and health services managers,NV,15
7516,Medical and health services managers,NY,35
7517,Medical and health services managers,OH,57
7518,Medical and health services managers,OK,29
7519,Medical and health services managers,OR,45
7520,Medical and health services managers,PA,35
7521,Medical and health services managers,RI,10
7522,Medical and health services managers,SC,50
7523,Medical and health services managers,SD,14
7524,Medical and health services managers,TN,83
7525,Medical and health services managers,TX,127
7526,Medical and health services managers,UT,24
7527,Medical and health services managers,VA,42
7528,Medical and health services managers,WA,40
7529,Medical and health services managers,WI,52
7530,Medical and health services managers,WV,30
7531,Medical and health services managers,WY,15
7532,Medical assistants,AK,17
7533,Medical assistants,AL,15
7534,Medical assistants,AR,18
7535,Medical assistants,AZ,19
7536,Medical assistants,CA,75
7537,Medical assistants,CO,70
7538,Medical assistants,CT,20
7539,Medical assistants,DC,5
7540,Medical assistants,DE,4
7541,Medical assistants,FL,82
7542,Medical assistants,GA,43
7543,Medical assistants,HI,17
7544,Medical assistants,IA,29
7545,Medical assistants,ID,50
7546,Medical assistants,IL,6
7547,Medical assistants,IN,58
7548,Medical assistants,KS,20
7549,Medical assistants,KY,21
7550,Medical assistants,LA,30
7551,Medical assistants,MA,6
7552,Medical assistants,MD,20
7553,Medical assistants,MI,49
7554,Medical assistants,MN,5
7555,Medical assistants,MO,24
7556,Medical assistants,MS,12
7557,Medical assistants,MT,8
7558,Medical assistants,NC,69
7559,Medical assistants,ND,5
7560,Medical assistants,NE,20
7561,Medical assistants,NH,3
7562,Medical assistants,NJ,16
7563,Medical assistants,NM,47
7564,Medical assistants,NV,26
7565,Medical assistants,NY,37
7566,Medical assistants,OH,88
7567,Medical assistants,OK,25
7568,Medical assistants,OR,47
7569,Medical assistants,PA,70
7570,Medical assistants,RI,6
7571,Medical assistants,SC,51
7572,Medical assistants,SD,5
7573,Medical assistants,TN,27
7574,Medical assistants,TX,83
7575,Medical assistants,UT,35
7576,Medical assistants,VA,31
7577,Medical assistants,WA,22
7578,Medical assistants,WI,31
7579,Medical assistants,WV,21
7580,Medical assistants,WY,9
7581,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",AK,8
7582,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",AL,5
7583,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",AR,14
7584,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",AZ,9
7585,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",CA,30
7586,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",CO,18
7587,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",CT,1
7588,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",DC,3
