,Occupation text,Area text,Job characteristic code
750,"Bookkeeping, accounting, and auditing clerks",UT,92
751,"Bookkeeping, accounting, and auditing clerks",VA,178
752,"Bookkeeping, accounting, and auditing clerks",VT,24
753,"Bookkeeping, accounting, and auditing clerks",WA,152
754,"Bookkeeping, accounting, and auditing clerks",WI,236
755,"Bookkeeping, accounting, and auditing clerks",WV,133
756,"Bookkeeping, accounting, and auditing clerks",WY,59
757,Brickmasons and blockmasons,IA,2
758,Brickmasons and blockmasons,IN,4
759,Brickmasons and blockmasons,MO,2
760,Brickmasons and blockmasons,OH,5
761,Brickmasons and blockmasons,WI,4
762,Broadcast announcers and radio disc jockeys,WI,3
763,Broadcast technicians,NY,3
764,Brokerage clerks,AL,5
765,Brokerage clerks,CA,3
766,Brokerage clerks,CT,3
767,Brokerage clerks,FL,6
768,Brokerage clerks,IL,6
769,Brokerage clerks,IN,3
770,Brokerage clerks,KY,5
771,Brokerage clerks,MI,3
772,Brokerage clerks,MN,3
773,Brokerage clerks,MO,7
774,Brokerage clerks,NC,6
775,Brokerage clerks,NJ,5
776,Brokerage clerks,NY,14
777,Brokerage clerks,OH,4
778,Brokerage clerks,OR,5
779,Brokerage clerks,PA,6
780,Brokerage clerks,SC,3
781,Brokerage clerks,TN,5
782,Brokerage clerks,VA,3
783,Budget analysts,CA,3
784,Budget analysts,CT,2
785,Budget analysts,DC,2
786,Budget analysts,FL,9
787,Budget analysts,MD,9
788,Budget analysts,NC,9
789,Budget analysts,NJ,2
790,Budget analysts,NY,5
791,Budget analysts,OH,9
792,Budget analysts,OR,6
793,Budget analysts,SC,3
794,Budget analysts,VA,9
795,Budget analysts,WA,5
796,Budget analysts,WI,3
797,Budget analysts,WV,3
798,Building and grounds cleaning and maintenance occupations,AK,66
799,Building and grounds cleaning and maintenance occupations,AL,284
800,Building and grounds cleaning and maintenance occupations,AR,194
801,Building and grounds cleaning and maintenance occupations,AZ,166
802,Building and grounds cleaning and maintenance occupations,CA,508
803,Building and grounds cleaning and maintenance occupations,CO,247
804,Building and grounds cleaning and maintenance occupations,CT,134
805,Building and grounds cleaning and maintenance occupations,DC,17
806,Building and grounds cleaning and maintenance occupations,DE,28
807,Building and grounds cleaning and maintenance occupations,FL,477
808,Building and grounds cleaning and maintenance occupations,GA,342
809,Building and grounds cleaning and maintenance occupations,HI,64
810,Building and grounds cleaning and maintenance occupations,IA,235
811,Building and grounds cleaning and maintenance occupations,ID,186
812,Building and grounds cleaning and maintenance occupations,IL,303
813,Building and grounds cleaning and maintenance occupations,IN,348
814,Building and grounds cleaning and maintenance occupations,KS,123
815,Building and grounds cleaning and maintenance occupations,KY,160
816,Building and grounds cleaning and maintenance occupations,LA,199
817,Building and grounds cleaning and maintenance occupations,MA,132
818,Building and grounds cleaning and maintenance occupations,MD,123
819,Building and grounds cleaning and maintenance occupations,ME,89
820,Building and grounds cleaning and maintenance occupations,MI,381
821,Building and grounds cleaning and maintenance occupations,MN,159
822,Building and grounds cleaning and maintenance occupations,MO,232
823,Building and grounds cleaning and maintenance occupations,MS,131
824,Building and grounds cleaning and maintenance occupations,MT,138
825,Building and grounds cleaning and maintenance occupations,NC,381
826,Building and grounds cleaning and maintenance occupations,ND,107
827,Building and grounds cleaning and maintenance occupations,NE,125
828,Building and grounds cleaning and maintenance occupations,NH,95
829,Building and grounds cleaning and maintenance occupations,NJ,75
830,Building and grounds cleaning and maintenance occupations,NM,145
831,Building and grounds cleaning and maintenance occupations,NV,95
832,Building and grounds cleaning and maintenance occupations,NY,309
833,Building and grounds cleaning and maintenance occupations,OH,335
834,Building and grounds cleaning and maintenance occupations,OK,148
835,Building and grounds cleaning and maintenance occupations,OR,225
836,Building and grounds cleaning and maintenance occupations,PA,364
837,Building and grounds cleaning and maintenance occupations,RI,27
838,Building and grounds cleaning and maintenance occupations,SC,233
839,Building and grounds cleaning and maintenance occupations,SD,90
840,Building and grounds cleaning and maintenance occupations,TN,246
841,Building and grounds cleaning and maintenance occupations,TX,545
842,Building and grounds cleaning and maintenance occupations,UT,153
843,Building and grounds cleaning and maintenance occupations,VA,270
844,Building and grounds cleaning and maintenance occupations,VT,61
845,Building and grounds cleaning and maintenance occupations,WA,235
846,Building and grounds cleaning and maintenance occupations,WI,359
847,Building and grounds cleaning and maintenance occupations,WV,199
848,Building and grounds cleaning and maintenance occupations,WY,96
849,"Building cleaning workers, all other",CO,3
850,Bus and truck mechanics and diesel engine specialists,AK,4
851,Bus and truck mechanics and diesel engine specialists,AL,13
852,Bus and truck mechanics and diesel engine specialists,AR,18
853,Bus and truck mechanics and diesel engine specialists,AZ,7
854,Bus and truck mechanics and diesel engine specialists,CA,44
855,Bus and truck mechanics and diesel engine specialists,CO,40
856,Bus and truck mechanics and diesel engine specialists,CT,14
857,Bus and truck mechanics and diesel engine specialists,DE,7
858,Bus and truck mechanics and diesel engine specialists,FL,71
859,Bus and truck mechanics and diesel engine specialists,GA,6
860,Bus and truck mechanics and diesel engine specialists,HI,12
861,Bus and truck mechanics and diesel engine specialists,IA,13
862,Bus and truck mechanics and diesel engine specialists,ID,11
863,Bus and truck mechanics and diesel engine specialists,IL,5
864,Bus and truck mechanics and diesel engine specialists,IN,69
865,Bus and truck mechanics and diesel engine specialists,KS,8
866,Bus and truck mechanics and diesel engine specialists,KY,35
867,Bus and truck mechanics and diesel engine specialists,LA,9
868,Bus and truck mechanics and diesel engine specialists,MA,3
869,Bus and truck mechanics and diesel engine specialists,MD,14
870,Bus and truck mechanics and diesel engine specialists,ME,9
871,Bus and truck mechanics and diesel engine specialists,MI,38
872,Bus and truck mechanics and diesel engine specialists,MN,24
873,Bus and truck mechanics and diesel engine specialists,MO,15
874,Bus and truck mechanics and diesel engine specialists,MS,21
875,Bus and truck mechanics and diesel engine specialists,MT,1
876,Bus and truck mechanics and diesel engine specialists,NC,113
877,Bus and truck mechanics and diesel engine specialists,ND,6
878,Bus and truck mechanics and diesel engine specialists,NE,8
879,Bus and truck mechanics and diesel engine specialists,NJ,6
880,Bus and truck mechanics and diesel engine specialists,NM,11
881,Bus and truck mechanics and diesel engine specialists,NV,15
882,Bus and truck mechanics and diesel engine specialists,NY,36
883,Bus and truck mechanics and diesel engine specialists,OH,92
884,Bus and truck mechanics and diesel engine specialists,OK,18
885,Bus and truck mechanics and diesel engine specialists,OR,24
886,Bus and truck mechanics and diesel engine specialists,PA,41
887,Bus and truck mechanics and diesel engine specialists,SC,36
888,Bus and truck mechanics and diesel engine specialists,SD,6
889,Bus and truck mechanics and diesel engine specialists,TN,22
890,Bus and truck mechanics and diesel engine specialists,TX,70
891,Bus and truck mechanics and diesel engine specialists,UT,11
892,Bus and truck mechanics and diesel engine specialists,VA,49
893,Bus and truck mechanics and diesel engine specialists,VT,3
894,Bus and truck mechanics and diesel engine specialists,WA,28
895,Bus and truck mechanics and diesel engine specialists,WI,55
896,Bus and truck mechanics and diesel engine specialists,WV,27
897,Bus and truck mechanics and diesel engine specialists,WY,13
898,"Bus drivers, transit and intercity",CT,1
899,"Bus drivers, transit and intercity",FL,1
900,"Bus drivers, transit and intercity",IL,5
901,"Bus drivers, transit and intercity",NC,3
902,"Bus drivers, transit and intercity",NJ,3
903,"Bus drivers, transit and intercity",NY,7
904,Business and financial operations occupations,AK,54
905,Business and financial operations occupations,AL,275
906,Business and financial operations occupations,AR,168
907,Business and financial operations occupations,AZ,150
908,Business and financial operations occupations,CA,549
909,Business and financial operations occupations,CO,198
910,Business and financial operations occupations,CT,156
911,Business and financial operations occupations,DC,20
912,Business and financial operations occupations,DE,34
913,Business and financial operations occupations,FL,440
914,Business and financial operations occupations,GA,377
915,Business and financial operations occupations,HI,58
916,Business and financial operations occupations,IA,250
917,Business and financial operations occupations,ID,181
918,Business and financial operations occupations,IL,297
919,Business and financial operations occupations,IN,296
920,Business and financial operations occupations,KS,113
921,Business and financial operations occupations,KY,173
922,Business and financial operations occupations,LA,177
923,Business and financial operations occupations,MA,158
924,Business and financial operations occupations,MD,150
925,Business and financial operations occupations,ME,61
926,Business and financial operations occupations,MI,351
927,Business and financial operations occupations,MN,150
928,Business and financial operations occupations,MO,229
929,Business and financial operations occupations,MS,124
930,Business and financial operations occupations,MT,112
931,Business and financial operations occupations,NC,444
932,Business and financial operations occupations,ND,103
933,Business and financial operations occupations,NE,124
934,Business and financial operations occupations,NH,121
935,Business and financial operations occupations,NJ,96
936,Business and financial operations occupations,NM,102
937,Business and financial operations occupations,NV,82
938,Business and financial operations occupations,NY,335
939,Business and financial operations occupations,OH,320
940,Business and financial operations occupations,OK,151
941,Business and financial operations occupations,OR,190
942,Business and financial operations occupations,PA,408
943,Business and financial operations occupations,RI,38
944,Business and financial operations occupations,SC,253
945,Business and financial operations occupations,SD,76
946,Business and financial operations occupations,TN,236
947,Business and financial operations occupations,TX,459
948,Business and financial operations occupations,UT,114
949,Business and financial operations occupations,VA,324
950,Business and financial operations occupations,VT,51
951,Business and financial operations occupations,WA,249
952,Business and financial operations occupations,WI,344
953,Business and financial operations occupations,WV,204
954,Business and financial operations occupations,WY,85
955,Butchers and meat cutters,AR,5
956,Butchers and meat cutters,AZ,1
957,Butchers and meat cutters,CA,26
958,Butchers and meat cutters,CO,12
959,Butchers and meat cutters,CT,1
960,Butchers and meat cutters,HI,1
961,Butchers and meat cutters,IA,2
962,Butchers and meat cutters,ID,3
963,Butchers and meat cutters,IN,7
964,Butchers and meat cutters,KS,6
965,Butchers and meat cutters,LA,2
966,Butchers and meat cutters,MO,6
967,Butchers and meat cutters,MT,7
968,Butchers and meat cutters,ND,3
969,Butchers and meat cutters,NE,3
970,Butchers and meat cutters,NJ,2
971,Butchers and meat cutters,NM,6
972,Butchers and meat cutters,NV,11
973,Butchers and meat cutters,NY,7
974,Butchers and meat cutters,OH,10
975,Butchers and meat cutters,OK,5
976,Butchers and meat cutters,OR,2
977,Butchers and meat cutters,SD,3
978,Butchers and meat cutters,TX,14
979,Butchers and meat cutters,UT,6
980,Butchers and meat cutters,WA,6
981,Butchers and meat cutters,WI,2
