Title,Agency,Department,SalaryDisplay,DocumentID,PositionID,Location,DateDisplay,WorkSchedule,WorkType,ClockDisplay,ShowMapIcon,LocationLatitude,LocationLongitude,HiringPath,LowGrade,HighGrade,JobGrade,LocationName,PositionLocationCount,PositionURI,Relocation,MinimumRange,PositionEndDate,SubAgency
OPERATIONS RESEARCH ANALYST,Immediate Office of the Chief of Naval Operations,Department of the Navy,"Starting at $64,961 (GS 11-13)",617372400,DE-11265932-22-JB,"Naval Base, Norfolk, Virginia",Open 10/20/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,36.945,-76.31339,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,13,GS,"Naval Base, Norfolk, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/617372400,True,64961.0,2021-11-19T23:59:59.9970,Naval Safety Center
Data Scientist,National Geospatial-Intelligence Agency,Department of Defense,"Starting at $65,597 (IA 03)",622074300,20220036,Multiple Locations,Open 11/15/2021 to 11/27/2021,Full Time,This is a permanent position.,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",03,03,IA,"Saint Louis, Missouri",2,https://www.usajobs.gov:443/GetJob/ViewDetails/622074300,False,65597.0,2021-11-27T23:59:59.9970,
Data Scientist,National Geospatial-Intelligence Agency,Department of Defense,"Starting at $93,494 (IA 04)",622074400,20220037,Multiple Locations,Open 11/15/2021 to 11/27/2021,Full Time,This is a permanent position.,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",04,04,IA,"Arnold, Missouri",3,https://www.usajobs.gov:443/GetJob/ViewDetails/622074400,False,93494.0,2021-11-27T23:59:59.9970,
Supply Systems Analyst,Defense Logistics Agency,Department of Defense,"Starting at $70,821 (GS 11)",620893100,DLADist-22-11288598-MP,"Bremerton, Washington",Open 11/05/2021 to 11/16/2021,Full-time,Permanent,,True,47.5650024,-122.6257,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",11,11,GS,"Bremerton, Washington",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620893100,False,70821.0,2021-11-16T23:59:59.9970,
Program Specialist,Forest Service,Department of Agriculture,"Starting at $64,649 (GS 11-12)",622053000,22-0556-11274008-FS-LP,"Location Negotiable After Selection, United States",Open 11/15/2021 to 11/29/2021,Full-time,Permanent,,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}]",11,12,GS,"Salt Lake City, Utah",20,https://www.usajobs.gov:443/GetJob/ViewDetails/622053000,False,64649.0,2021-11-29T23:59:59.9970,
Supervisory Program Analyst (Informatics),Veterans Health Administration,Department of Veterans Affairs,"Starting at $77,488 (GS 12)",622184500,CBTB-11295959-22-JEH,"Tuscaloosa, Alabama",Open 11/16/2021 to 11/29/2021,Full-time,Permanent,,True,33.2105,-87.5658,"[{'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,12,GS,"Tuscaloosa, Alabama",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622184500,False,77488.0,2021-11-29T23:59:59.9970,Tuscaloosa VA Medical Center
Program Analyst,Assistant Secretary for Fair Housing and Equal Opportunity,Department of Housing and Urban Development,"Starting at $112,400 (GS 13-14)",622188900,22-HUD-180,"San Francisco, California",Open 11/16/2021 to 11/30/2021,Full-time,Permanent,,True,37.7771,-122.4196,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",13,14,GS,"San Francisco, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622188900,False,112400.0,2021-11-30T23:59:59.9970,
IT SPECIALIST (INET) (TITLE 32),Army National Guard Units,Department of the Army,"Starting at $67,180 (GS 11)",619084900,NC-11272661-AR-21-276,"Raleigh, North Carolina",Open 10/28/2021 to 11/27/2021,Full-time,Permanent,,True,35.78551,-78.64267,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",11,11,GS,"Raleigh, North Carolina",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619084900,False,67180.0,2021-11-27T23:59:59.9970,JFHQNC-J3
IT CYBERSECURITY SPECIALIST (INFOSEC),Army National Guard Units,Department of the Army,"Starting at $70,026 (GS 9)",620068500,VT-11282558-AR-21-75,"Colchester, Vermont",Open 11/02/2021 to 11/16/2021,Full-time,Indefinite NTE 31 July 2022,,True,44.53562,-73.206,"[{'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",9,9,GS,"Colchester, Vermont",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620068500,False,70026.0,2021-11-16T23:59:59.9970,Vermont Army National Guard
PROCUREMENT ANALYST,U.S. Army Contracting Command,Department of the Army,"Starting at $95,751 (GS 13)",621774300,NEAD214358574508HW,"Fort Bragg, North Carolina",Open 11/12/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,35.1356,-78.9974,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Fort Bragg, North Carolina",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621774300,True,95751.0,2021-11-22T23:59:59.9970,Mission & Installation Contract Command (MICC) FDO - Fort Bragg
ITSPEC (CUSTSPT),Army National Guard Units,Department of the Army,"Starting at $58,235 (GS 9-11)",621874900,NV-11294380-AR-21-140,"Carson City, Nevada",Open 11/10/2021 to 11/28/2021,Full-time,Permanent,,True,39.1649,-119.767,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",9,11,GS,"Carson City, Nevada",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621874900,False,58235.0,2021-11-28T23:59:59.9970,"G6, NEVADA ARMY NATIONAL GUARD"
Management and Program Analyst,"Headquarters, NASA",National Aeronautics and Space Administration,"Starting at $77,488 (GS 12-13)",620958200,HQ-22-IMP-11286655-AD,"NASA - United States Locations, United States",Open 11/09/2021 to 11/16/2021,Full-time,Permanent,,False,,,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",12,13,GS,"Sandusky County, Ohio",17,https://www.usajobs.gov:443/GetJob/ViewDetails/620958200,False,77488.0,2021-11-16T23:59:59.9970,
Management Analyst,Immediate Office of the Commander-in-Chief of the U.S. Army,Department of the Army,"Starting at $66,829 (GS 12)",621138000,EUJD214197190830,"Wiesbaden, Germany",Open 11/10/2021 to 11/24/2021,Full-time,Permanent,job-closing-in-7,True,50.0846,8.2423,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,12,GS,"Wiesbaden, Germany",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621138000,True,66829.0,2021-11-24T23:59:59.9970,
Fund Allocation Analyst,Assistant Secretary for Community Planning and Development,Department of Housing and Urban Development,"Starting at $122,530 (GS 14)",620833800,22-HUD-104,"Washington, District of Columbia",Open 11/05/2021 to 11/18/2021,Full-time,Permanent,job-closing-in-2,True,38.8904,-77.032,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",14,14,GS,"Washington, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620833800,False,122530.0,2021-11-18T23:59:59.9970,
Fund Allocation Analyst,Assistant Secretary for Community Planning and Development,Department of Housing and Urban Development,"Starting at $122,530 (GS 14)",620833900,22-HUD-105-P,"Washington, District of Columbia",Open 11/05/2021 to 11/18/2021,Full-time,Permanent,job-closing-in-2,True,38.8904,-77.032,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",14,14,GS,"Washington, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620833900,False,122530.0,2021-11-18T23:59:59.9970,
PROGRAM ANALYST,Defense Counterintelligence and Security Agency,Department of Defense,"Starting at $103,690 (GG 13)",621631500,DCSA-22-11285069-P,Multiple Locations,Open 11/10/2021 to 11/23/2021,Full-time,Permanent,job-closing-in-7,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GG,"Washington, District of Columbia",2,https://www.usajobs.gov:443/GetJob/ViewDetails/621631500,False,103690.0,2021-11-23T23:59:59.9970,Defense Counterintelligence and Security Agency
"Construction Analyst, GS-0828-12/13",U.S. Coast Guard,Department of Homeland Security,"Starting at $84,886 (GS 12-13)",622094400,22-1074-SE-GB-M,"Seattle, Washington",Open 11/15/2021 to 12/15/2021,This is a full-time position.,This is a permanent appointment.,,True,47.60358,-122.329453,"[{'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,13,GS,"Seattle, Washington",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622094400,True,84886.0,2021-12-15T23:59:59.9970,
Health System Specialist (Credentialing & Privileging Specialist),Veterans Health Administration,Department of Veterans Affairs,"Starting at $43,683 (GS 7-9)",621463000,CBTG-15456-11291482-22-KL,"Nashville, Tennessee",Open 11/09/2021 to 12/01/2021,Full-time,Permanent,,True,36.16778,-86.7783661,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}, {'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}]",7,9,GS,"Nashville, Tennessee",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621463000,False,43683.0,2021-12-01T23:59:59.9970,
Interdisciplinary (Project Manager),U.S. Army Corps of Engineers,Department of the Army,"Starting at $92,143 (GS 13)",622285200,SWGJ4383003391,"Louisville, Kentucky",Open 11/16/2021 to 11/29/2021,Full-time,Permanent,,True,38.25486,-85.7664,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Louisville, Kentucky",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622285200,False,92143.0,2021-11-29T23:59:59.9970,
INFORMATION TECHNOLOGY SPECIALIST (NETWORK)  (TITLE 32),Air National Guard Units,Department of the Air Force,"Starting at $65,792 (GS 11)",619018800,MO-11278306-AF-21-377,"Jefferson Barracks, Missouri",Open 10/26/2021 to 11/24/2021,Full-time,Excepted Service Permanent,job-closing-in-7,True,38.50283,-90.28039,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,11,GS,"Jefferson Barracks, Missouri",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619018800,False,65792.0,2021-11-24T23:59:59.9970,
Project Resource Analyst,"Treasury, Departmental Offices",Department of the Treasury,"Starting at $87,198 (GS 12-14)",621391100,22-DO-68-P,"Washington, District of Columbia",Open 11/10/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,38.8904,-77.032,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,14,GS,"Washington, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621391100,False,87198.0,2021-11-22T23:59:59.9970,
Contract Administrator (Keystone),Defense Contract Management Agency,Department of Defense,"Starting at $49,884 (GS 7)",621458900,DCMA-P8-22-11276729-DH,"El Segundo, California",Open 11/09/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,33.9199257,-118.415962,"[{'Code': 'graduates', 'Tooltip': 'Jobs open to those who have graduated within the last 2 years or 6 years for Veterans.', 'IsSearchFilter': False}]",7,7,GS,"El Segundo, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621458900,False,49884.0,2021-11-22T23:59:59.9970,
Management and Program Analyst,"Treasury, Departmental Offices",Department of the Treasury,"Starting at $87,198 (GS 12)",622286100,22-DO-59-ICTAP,"Washington, District of Columbia",Open 11/16/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,38.8904,-77.032,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}]",12,12,GS,"Washington, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622286100,False,87198.0,2021-11-22T23:59:59.9970,
SUPERVISORY PROGRAM ANALYST,Defense Security Cooperation Agency,Department of Defense,"Starting at $144,128 (GS 15)",622364500,DSCA-22-11296657-MP,"Arlington, Virginia",Open 11/16/2021 to 11/23/2021,Full-time,Permanent,job-closing-in-7,True,38.89051,-77.0862961,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",15,15,GS,"Arlington, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622364500,True,144128.0,2021-11-23T23:59:59.9970,
Management and Program Assistant  (Office Automation),Internal Revenue Service,Department of the Treasury,"Starting at $44,519 (GS 7)",621769500,22-11287344C-WIN-0344-7,"Austin, Texas",Open 11/10/2021 to 11/25/2021,Full-time,Permanent,,True,30.2676,-97.743,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",7,7,GS,"Austin, Texas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621769500,False,44519.0,2021-11-25T23:59:59.9970,"Wage and Investment, Austin Accounts Management"
Program Analyst (Health Informatics Specialist),Veterans Health Administration,Department of Veterans Affairs,"Starting at $77,488 (GS 12)",620367700,CBTB-11269034-22-VDC,"Tuskegee, Alabama",Open 11/03/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,32.4241,-85.6898,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,12,GS,"Tuskegee, Alabama",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620367700,False,77488.0,2021-11-17T23:59:59.9970,Central Alabama Veterans Health Care System (CAVHCS)
IT SPECIALIST (INFOSEC),Army National Guard Units,Department of the Army,"Starting at $78,136 (GS 12)",620041200,IN-11271993-TT-AR-22-014,"Indianapolis, Indiana",Open 11/02/2021 to 11/16/2021,Full-time,24-SEP-2022,,True,39.76691,-86.14996,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",12,12,GS,"Indianapolis, Indiana",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620041200,False,78136.0,2021-11-16T23:59:59.9970,HQIN-J6
SUPV IT SPECIALIST (CUSTSPT),Army National Guard Units,Department of the Army,"Starting at $78,136 (GS 12)",621224200,IN-11291327-AR-22-031,"Indianapolis, Indiana",Open 11/08/2021 to 11/22/2021,Full-time,"This position is INDEFINITE NTE 24 months, with possible extension up to 60 months, and permanent potential.",job-closing-in-7,True,39.76691,-86.14996,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",12,12,GS,"Indianapolis, Indiana",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621224200,False,78136.0,2021-11-22T23:59:59.9970,JFHQ-J6
Human Resources Specialist (Information Systems),Internal Revenue Service,Department of the Treasury,"Starting at $92,143 (GS 13)",622241400,22-11291664P-HCN-0201-13,"IRS Nationwide Locations, United States",Open 11/16/2021 to 11/29/2021,Full-time,Permanent,,False,,,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}]",13,13,GS,"Charlotte Amalie, Virgin Islands",459,https://www.usajobs.gov:443/GetJob/ViewDetails/622241400,False,92143.0,2021-11-29T23:59:59.9970,
IT SPECIALIST (CUSTSPT) (Title 32),Army National Guard Units,Department of the Army,"Starting at $49,610 (GS 7-9)",619443200,IL-11277083-AR-21-353,"Springfield, Illinois",Open 10/28/2021 to 12/31/2021,Full-time,Permanent,,True,39.8010559,-89.64361,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",7,9,GS,"Springfield, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619443200,True,49610.0,2021-12-31T23:59:59.9970,
FINANCIAL SPECIALIST,Defense Finance and Accounting Service,Department of Defense,"Starting at $92,914 (GS 13)",622062800,DFAS-DHA-11277733-22,"Indianapolis, Indiana",Open 11/15/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,39.76691,-86.14996,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Indianapolis, Indiana",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622062800,True,92914.0,2021-11-19T23:59:59.9970,DFAS - ACCOUNTS RECEIVABLE DIR - INDIANAPOLIS-JAA
Management Analyst,Deputy Assistant Secretary for Finance,Department of Veterans Affairs,"Starting at $79,468 (GS 13)",622273600,CARX-22-11297210-DCa,"Location Negotiable After Selection, United States",Open 11/16/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}]",13,13,GS,"Salt Lake City, Utah",20,https://www.usajobs.gov:443/GetJob/ViewDetails/622273600,False,79468.0,2021-11-22T23:59:59.9970,"Financial Services Center, Financial Payroll Service, Payroll Human Resources Systems Division"
SUPPLY SYSTEMS ANALYST (TITLE 32),Air National Guard Units,Department of the Air Force,"Starting at $44,323 (GS 7-9)",614801300,IL-11240580-AF-21-297,"Scott AFB, Illinois",Open 09/21/2021 to 12/31/2021,Full-time,Indefinite - May become permanent,,True,38.5483,-89.8714,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",7,9,GS,"Scott AFB, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/614801300,False,44323.0,2021-12-31T23:59:59.9970,
OPERATIONS RESEARCH ANALYST,Office of the Secretary of the Army,Department of the Army,"Starting at $72,750 (GS 11-13)",621079600,NEAD213723226219HW,"Fort Belvoir, Virginia",Open 11/08/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,38.68809,-77.1361847,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,13,GS,"Fort Belvoir, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621079600,False,72750.0,2021-11-17T23:59:59.9970,OFC ASST SECY OF ARMY (FM&C) DEPUTY ASSIST SEC OF THE ARMY (DASA)
BUDGET ANALYST,Defense Information Systems Agency,Department of Defense,"Starting at $103,690 (GG 13)",621921100,DISA-CES-11291034-22-DEB,"Joint Base Anacostia-Bolling, District of Columbia",Open 11/12/2021 to 11/18/2021,Full-time,Permanent,job-closing-in-2,True,38.83941,-77.01735,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GG,"Joint Base Anacostia-Bolling, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621921100,False,103690.0,2021-11-18T23:59:59.9970,"White House Communications Agency, Resource Management Directorate"
