Title,Agency,Department,SalaryDisplay,DocumentID,PositionID,Location,DateDisplay,WorkSchedule,WorkType,ClockDisplay,ShowMapIcon,LocationLatitude,LocationLongitude,HiringPath,LowGrade,HighGrade,JobGrade,LocationName,PositionLocationCount,PositionURI,Relocation,MinimumRange,PositionEndDate,SubAgency
Supervisory Biomedical Engineer (Clinical),Veterans Health Administration,Department of Veterans Affairs,"Starting at $108,885 (GS 14)",621162100,CBTG-7530-11285215-22-LLB,"Memphis, Tennessee",Open 11/08/2021 to 01/07/2022,Full-time,Permanent,,True,35.14968,-90.04893,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",14,14,GS,"Memphis, Tennessee",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621162100,True,108885.0,2022-01-07T23:59:59.9970,
DHA Recent Graduate - Civil Engineer or Geologist,U.S. Army Corps of Engineers,Department of the Army,"Starting at $43,683 (GS 7)",606475800,SWGJ21XXXXXX8945HSS,"Huntington, West Virginia",Open 07/02/2021 to 12/31/2021,Full-time,Permanent,,True,38.4198265,-82.44537,"[{'Code': 'graduates', 'Tooltip': 'Jobs open to those who have graduated within the last 2 years or 6 years for Veterans.', 'IsSearchFilter': False}]",7,7,GS,"Huntington, West Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/606475800,True,43683.0,2021-12-31T22:59:00.9970,
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Starting at $66,829 (GS 12)",611880400,NCFV213932633626S,Multiple Locations,Open 08/25/2021 to 02/25/2022,Full-time,1 year,,False,,,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",12,12,GS,"Iraq, Iraq",2,https://www.usajobs.gov:443/GetJob/ViewDetails/611880400,False,66829.0,2022-02-25T23:59:59.9970,
Electrical Engineer,U.S. Army Corps of Engineers,Department of the Army,"Starting at $66,829 (GS 12)",614814100,NCFV1929131332S,Multiple Locations,Open 09/23/2021 to 03/23/2022,Full-time,1 year,,False,,,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",12,12,GS,"Iraq, Iraq",2,https://www.usajobs.gov:443/GetJob/ViewDetails/614814100,False,66829.0,2022-03-23T23:59:59.9970,
Electrical Engineer - Virtual Career Fair,U.S. Army Corps of Engineers,Department of the Army,"Starting at $74,702 (GS 11-12)",621592100,NEFS212515003647HWF,"West Point, New York",Open 11/15/2021 to 11/29/2021,Full-time,Permanent,,True,41.3952,-73.9551,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,12,GS,"West Point, New York",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621592100,True,74702.0,2021-11-29T23:59:59.9970,"New York District, Construction Division"
REAL PROPERTY CLERK,Army National Guard Units,Department of the Army,"Starting at $35,265 (GS 5)",619723500,ND-11277641-AR-22-011,"Bismarck, North Dakota",Open 10/29/2021 to 11/28/2021,Full-time,30 SEP 2022,,True,46.80537,-100.77932,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",5,5,GS,"Bismarck, North Dakota",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619723500,False,35265.0,2021-11-28T23:59:59.9970,NGND - DFE (Directorate of Facilities Engineering)
Interdisciplinary,United States Army Futures Command,Department of the Army,"Starting at $39,684 (DB 2-3)",621256800,NEAD214313850874DHF,"Fort Belvoir, Virginia",Open 11/10/2021 to 01/03/2022,Full-time,6 Year Renewable Term Appointment,,True,38.68809,-77.1361847,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",2,3,DB,"Fort Belvoir, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621256800,False,39684.0,2022-01-03T23:59:59.9970,"C5ISR, Research and Technology Integration (RTI) Directorate"
Supervisory Civil Engineer,Bureau of Reclamation,Department of the Interior,"Starting at $91,377 (GS 12)",621198600,BOR-UCB-21-DH-11268921-DF,"Farmington, New Mexico",Open 11/08/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,36.728138,-108.205688,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,12,GS,"Farmington, New Mexico",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621198600,True,91377.0,2021-11-22T23:59:59.9970,"Upper Colorado Basin, Four Corners Construction Office, Office Engineering Division, Design Group"
AGRICULTURAL ENGINEER (WATER MANAGEMENT ENGINEER),Natural Resources Conservation Service,Department of Agriculture,"Starting at $77,488 (GS 12)",621376900,NRCS-21-11290883-MP-AR-PJ,Multiple Locations,Open 11/12/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,12,GS,"Jonesboro, Arkansas",2,https://www.usajobs.gov:443/GetJob/ViewDetails/621376900,True,77488.0,2021-11-19T23:59:59.9970,
ELECTRONICS ENGINEER,Office of Naval Research,Department of the Navy,"Starting at $72,076 (NP 3)",613935300,DE-11232923-21-JB,"Charles County, Maryland",Open 09/20/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,38.4737,-77.0135,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",3,3,NP,"Charles County, Maryland",1,https://www.usajobs.gov:443/GetJob/ViewDetails/613935300,True,72076.0,2021-11-19T23:59:59.9970,Naval Research Laboratory
AEROSPACE ENGINEER,Naval Air Systems Command,Department of the Navy,"Starting at $122,530 (DP 5)",619116100,ST-11276850-22-DJG,"Patuxent River, Maryland",Open 11/15/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,38.756,-76.7301,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",5,5,DP,"Patuxent River, Maryland",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619116100,False,122530.0,2021-11-22T23:59:59.9970,
ENGINEER,Naval Sea Systems Command,Department of the Navy,"Starting at $72,750 (ND 4)",621852400,DE-11286857-22-FRE,"Washington Navy Yard, District of Columbia",Open 11/12/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,38.873333,-76.99695,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",4,4,ND,"Washington Navy Yard, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621852400,True,72750.0,2021-11-22T23:59:59.9970,Naval Surface Warfare Center Carderock Division
Environmental Engineer - DE,Indian Health Service,Department of Health And Human Services,"Starting at $39,540 (GS 5-9)",593916400,IHS-21-NJ-11046958-DE,Multiple Locations,Open 03/02/2021 to 12/31/2021,Full-time,Permanent,,False,,,"[{'Code': 'native', 'Tooltip': 'Jobs open to Native Americans or Alaskan Natives with a tribal affiliation.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",5,9,GS,"Fort Defiance, Arizona",9,https://www.usajobs.gov:443/GetJob/ViewDetails/593916400,True,39540.0,2021-12-31T22:59:00.9970,
Civil Engineer,"Interior, Bureau of Indian Affairs",Department of the Interior,"Starting at $88,885 (GS 12)",618448600,STIMP-22-11275686-CAWY-MG,"Anchorage, Alaska",Open 10/22/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,61.21756,-149.857742,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'native', 'Tooltip': 'Jobs open to Native Americans or Alaskan Natives with a tribal affiliation.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,12,GS,"Anchorage, Alaska",1,https://www.usajobs.gov:443/GetJob/ViewDetails/618448600,False,88885.0,2021-11-22T23:59:59.9970,Alaska Region
Supervisory General Engineer,Food and Drug Administration,Department of Health And Human Services,"Starting at $122,530 (GS 14)",620307000,FDA-CTP-22-DH-11285290-KK,"Beltsville, Maryland",Open 11/08/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,39.03518,-76.91913,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",14,14,GS,"Beltsville, Maryland",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620307000,False,122530.0,2021-11-19T23:59:59.9970,Center for Tobacco Products (CTP)
SUPERVISORY INTERDISCIPLINARY,U.S. Army Test and Evaluation Command,Department of the Army,"Starting at $87,198 (NH 3)",622291600,NEAD213348254241,"Aberdeen Proving Ground, Maryland",Open 11/16/2021 to 11/23/2021,Full-time,Permanent,job-closing-in-7,True,39.4479752,-76.13597,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}, {'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}]",3,3,NH,"Aberdeen Proving Ground, Maryland",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622291600,False,87198.0,2021-11-23T23:59:59.9970,Aberdeen Test Center
Public Notice for Electronics Engineer,Federal Aviation Administration,Department of Transportation,"Starting at $46,784 (FV G-K)",617146500,AAC-FAA-22-PUB NOT-74918,"May be filled in various FAA duty locations, United States",Open 10/12/2021 to 10/10/2022,Full-time,Permanent,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",G,K,FV,"Belgium, Belgium",1176,https://www.usajobs.gov:443/GetJob/ViewDetails/617146500,False,46784.0,2022-10-10T23:59:59.9970,FAA Organizations Nationwide
Supervisory General Engineer,Veterans Health Administration,Department of Veterans Affairs,"Starting at $98,334 (GS 13)",619704500,CBSV-11265055-22-PAM,"Portland, Oregon",Open 10/29/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,45.511795,-122.675629,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Portland, Oregon",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619704500,False,98334.0,2021-11-17T23:59:59.9970,
Program Specialist,Veterans Health Administration,Department of Veterans Affairs,"Starting at $45,190 (GS 7-11)",619379900,CBTA-11280477-22-TDM,"Richmond, Virginia",Open 10/28/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,37.5407,-77.4336548,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",7,11,GS,"Richmond, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619379900,False,45190.0,2021-11-19T23:59:59.9970,
Civil Engineer (Highway) - Direct Hire,Federal Highway Administration,Department of Transportation,"Starting at $72,750 (GS 11-12)",614327700,FHWA.EFL-2021-0050,"Ashburn, Virginia",Open 09/17/2021 to 01/17/2022,Full Time,Permanent,,True,39.0516129,-77.48317,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,12,GS,"Ashburn, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/614327700,True,72750.0,2022-01-17T23:59:59.9970,
Interdisciplinary,U.S. Army Corps of Engineers,Department of the Army,"Starting at $112,400 (GS 13)",614681200,WTKC210891922694HWS,"San Francisco, California",Open 09/20/2021 to 12/31/2021,Full-time,Permanent,,True,37.7771,-122.4196,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"San Francisco, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/614681200,True,112400.0,2021-12-31T23:59:59.9970,"South Pacific Division, San Francisco District, Engineering & Construction Branch"
Interdisciplinary,U.S. Army Corps of Engineers,Department of the Army,"Starting at $64,009 (GS 11-15)",614818600,SCGV21GOVDHA1371HKS,Multiple Locations,Open 10/01/2021 to 09/30/2022,Full-time,Multiple Appointment Types,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,15,GS,"Clewiston, Florida",15,https://www.usajobs.gov:443/GetJob/ViewDetails/614818600,True,64009.0,2022-09-30T23:59:59.9970,Jacksonville District area of responsibility
Supervisory Interdisciplinary - DIRECT HIRE,U.S. Army Corps of Engineers,Department of the Army,"Starting at $124,342 (GS 14)",620971100,WTKC212410603647HW,"Los Angeles, California",Open 11/08/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,34.0535,-118.245,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",14,14,GS,"Los Angeles, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620971100,True,124342.0,2021-11-22T23:59:59.9970,"Los Angeles District, Engineering Division, Geotechnical Branch"
NAVAL ARCHITECT,U.S. Pacific Fleet,Department of the Navy,"Starting at $103,126 (GS 13)",620364600,ST-11285945-22-KEH,"Naval Station Complex, San Diego, California",Open 11/02/2021 to 11/16/2021,Full-time,Permanent,,True,32.6757,-117.12442,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Naval Station Complex, San Diego, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620364600,True,103126.0,2021-11-16T23:59:59.9970,
NAVAL ARCHITECT,Naval Sea Systems Command,Department of the Navy,"Starting at $77,488 (NH 3)",607923400,ST-11177111-21-RGM,Multiple Locations,Open 07/16/2021 to 12/31/2021,Full-time,Permanent,,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",3,3,NH,"Washington Navy Yard, District of Columbia",7,https://www.usajobs.gov:443/GetJob/ViewDetails/607923400,True,77488.0,2021-12-31T22:59:00.9970,
General Engineer,Veterans Health Administration,Department of Veterans Affairs,"Starting at $60,278 (GS 7-12)",620847400,CBSW-11241696-21-MFJ-BU,"Martinez, California",Open 11/04/2021 to 11/25/2021,Full-time,Permanent,,True,38.0138,-122.135,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",7,12,GS,"Martinez, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620847400,False,60278.0,2021-11-25T23:59:59.9970,
Electrical Engineer,Bonneville Power Administration,Department of Energy,"Starting at $113,905 (GS 13)",619907200,22-BPA-27582-11282456-MP,"Vancouver, Washington",Open 11/01/2021 to 11/16/2021,Full-time,Permanent,,True,45.6322136,-122.671547,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Vancouver, Washington",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619907200,False,113905.0,2021-11-16T23:59:59.9970,
COMPUTER ENGINEER/ ELECTRONICS ENGINEER,Naval Air Systems Command,Department of the Navy,"Starting at $86,335 (DP 4)",620201300,DE-11283785-22-BLP,"Patuxent River, Maryland",Open 11/03/2021 to 12/08/2021,Full-time,Permanent,,True,38.756,-76.7301,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",4,4,DP,"Patuxent River, Maryland",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620201300,True,86335.0,2021-12-08T23:59:59.9970,
General Engineer,Indian Health Service,Department of Health And Human Services,"Starting at $64,649 (GS 11-12)",613817800,IHS-21-GP-11230016-DHA,Multiple Locations,Open 09/10/2021 to 12/31/2021,Full-time,Permanent,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,12,GS,"Aberdeen, South Dakota",2,https://www.usajobs.gov:443/GetJob/ViewDetails/613817800,True,64649.0,2021-12-31T23:59:59.9970,
Environmental Engineer ESEP/MP,Indian Health Service,Department of Health And Human Services,"Starting at $39,540 (GS 5-9)",593916200,IHS-21-NJ-11046957-ESEP/MP,Multiple Locations,Open 03/02/2021 to 12/31/2021,Full-time,Permanent,,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'native', 'Tooltip': 'Jobs open to Native Americans or Alaskan Natives with a tribal affiliation.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",5,9,GS,"Fort Defiance, Arizona",9,https://www.usajobs.gov:443/GetJob/ViewDetails/593916200,True,39540.0,2021-12-31T22:59:00.9970,
Public Notice for Electrical Engineer,Federal Aviation Administration,Department of Transportation,"Starting at $46,784 (FV G-K)",618181200,AAC-FAA-22-PUB NOT-75095,"May be filled in various FAA duty locations, United States",Open 10/21/2021 to 10/19/2022,Full-time,Permanent,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",G,K,FV,"Belgium, Belgium",1176,https://www.usajobs.gov:443/GetJob/ViewDetails/618181200,False,46784.0,2022-10-19T23:59:59.9970,FAA Organizations Nationwide
Public Notice for Safety Engineer,Federal Aviation Administration,Department of Transportation,"Starting at $46,784 (FV G-K)",620541600,AAC-FAA-22-PUB NOT-75296,"May be filled in various FAA duty locations, United States",Open 11/04/2021 to 11/01/2022,Full-time,Permanent,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",G,K,FV,"Belgium, Belgium",1176,https://www.usajobs.gov:443/GetJob/ViewDetails/620541600,False,46784.0,2022-11-01T23:59:59.9970,FAA Organizations Nationwide
GENERAL ENGINEER,Defense Commissary Agency,Department of Defense,"Starting at $92,795 (GS 13)",621146100,DECA-22-11277952-MP,"Lackland AFB, Texas",Open 11/08/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,29.3861,-98.6181,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Lackland AFB, Texas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621146100,False,92795.0,2021-11-22T23:59:59.9970,
FACILITY OPERATIONS SPECIALIST (T32),Army National Guard Units,Department of the Army,"Starting at $64,649 (GS 11)",620792500,AL-11280751-AR-21-258,"Montgomery, Alabama",Open 11/04/2021 to 12/04/2021,Full-time,NON-MERIT,,True,32.3801,-86.3006,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,11,GS,"Montgomery, Alabama",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620792500,False,64649.0,2021-12-04T23:59:59.9970,
Environmental Engineer,Indian Health Service,Department of Health And Human Services,"Starting at $64,649 (GS 11)",604802000,IHS-21-GP-11148500-DE,"Eagle Butte, South Dakota",Open 06/16/2021 to 12/31/2021,Full-time,Permanent,,True,45.0004,-101.2348,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,11,GS,"Eagle Butte, South Dakota",1,https://www.usajobs.gov:443/GetJob/ViewDetails/604802000,True,64649.0,2021-12-31T23:59:59.9970,
